,wrist_accel_magnitude,ankle_accel_magnitude,ecg_value,orientation
wrist_accel_magnitude,1.0,0.33883822692014054,-0.5441168950271044,0.307725593880239
ankle_accel_magnitude,0.33883822692014054,1.0,-0.5937496526744336,0.5060750504714587
ecg_value,-0.5441168950271044,-0.5937496526744336,1.0,-0.6200783321994583
orientation,0.307725593880239,0.5060750504714587,-0.6200783321994583,1.0
