,wrist_accel_magnitude,ankle_accel_magnitude,ecg_value,orientation
wrist_accel_magnitude,1.0,-0.0035436351329481332,-0.3404433639472601,-0.23762505227607558
ankle_accel_magnitude,-0.0035436351329481332,1.0,0.05787641004822548,-0.0465771676531309
ecg_value,-0.3404433639472601,0.05787641004822548,1.0,0.19907247279098167
orientation,-0.23762505227607558,-0.0465771676531309,0.19907247279098167,1.0
