,wrist_accel_magnitude,ankle_accel_magnitude,ecg_value,orientation
wrist_accel_magnitude,1.0,-0.3239516314903693,0.12430528599836835,0.06457051927055689
ankle_accel_magnitude,-0.3239516314903693,1.0,-0.40757255506061235,0.13153219626177784
ecg_value,0.12430528599836835,-0.40757255506061235,1.0,-0.3654782522379323
orientation,0.06457051927055689,0.13153219626177784,-0.3654782522379323,1.0
